DealID,CompanyID,RepID,CreatedDateKey,LastActivityDateKey,StageName,StageOrder,Status,BaseWinProbability,DealValueEUR,ProductCategory
3359,932,4,20230830,20241006,Proposal,3,Open,0.5,120066,Professional Services
3360,626,4,20220827,20220903,Qualified,2,Open,0.25,31303,Data Platform
3361,129,29,20220727,20220903,Negotiation,4,Open,0.75,6107,Analytics & BI
3362,650,1,20231204,20231210,Lead In,1,Won,0.1,47691,Integration Services
3363,990,50,20220901,20230223,Negotiation,4,Open,0.75,16863,Professional Services
3364,707,50,20231227,20240205,Proposal,3,Open,0.5,99968,Analytics & BI
3365,572,23,20230514,20240624,Closing,5,Lost,0.9,158168,Cloud Migration
3366,693,38,20221107,20230214,Negotiation,4,Won,0.75,80535,Analytics & BI
3367,947,30,20230818,20230929,Proposal,3,Won,0.5,14669,Professional Services
3368,369,30,20231002,20241020,Qualified,2,Won,0.25,74850,Professional Services
3369,769,31,20230209,20230317,Qualified,2,Open,0.25,208084,Integration Services
3370,730,1,20230719,20230914,Negotiation,4,Open,0.75,7981,Cloud Migration
3371,434,30,20230327,20230410,Qualified,2,Lost,0.25,252075,Cloud Migration
3372,308,2,20230731,20241025,Negotiation,4,Lost,0.75,8546,Professional Services
3373,167,14,20230213,20230224,Qualified,2,Won,0.25,5610,Integration Services
3374,598,1,20230816,20240901,Closing,5,Won,0.9,4477,Cloud Migration
3375,799,4,20230906,20241001,Qualified,2,Won,0.25,33238,Data Platform
3376,287,50,20220902,20220917,Qualified,2,Lost,0.25,73318,Security
3377,693,17,20221123,20221225,Lead In,1,Open,0.1,33653,Security
3378,541,30,20230225,20240308,Qualified,2,Open,0.25,58327,Cloud Migration
3379,968,22,20230522,20240527,Lead In,1,Won,0.1,12793,Security
3380,347,19,20230130,20230208,Closing,5,Open,0.9,52836,Data Platform
3381,263,2,20231020,20231122,Proposal,3,Open,0.5,58503,Professional Services
3382,670,50,20230413,20240430,Qualified,2,Won,0.25,12590,Integration Services
3383,192,23,20230402,20230418,Qualified,2,Lost,0.25,190953,Cloud Migration
3384,876,47,20230426,20240506,Qualified,2,Open,0.25,14756,Integration Services
3385,721,49,20230728,20230921,Negotiation,4,Lost,0.75,6873,Cloud Migration
3386,734,29,20221017,20230223,Closing,5,Open,0.9,39739,Security
3387,612,2,20230611,20231022,Negotiation,4,Open,0.75,27146,Data Platform
3388,525,35,20230905,20230914,Closing,5,Won,0.9,7910,Security
3389,16,38,20221025,20221218,Qualified,2,Open,0.25,134112,Cloud Migration
3390,918,28,20230429,20240504,Lead In,1,Open,0.1,6782,Integration Services
3391,56,4,20220927,20230308,Lead In,1,Open,0.1,85265,Security
3392,772,27,20230720,20240805,Closing,5,Won,0.9,36389,Data Platform
3393,99,17,20221112,20221213,Proposal,3,Open,0.5,25123,Data Platform
3394,365,22,20230212,20230220,Closing,5,Lost,0.9,170584,Cloud Migration
3395,26,2,20230812,20241103,Negotiation,4,Open,0.75,7200,Integration Services
3396,131,47,20230410,20230627,Negotiation,4,Lost,0.75,64828,Professional Services
3397,914,17,20220721,20230116,Proposal,3,Won,0.5,158540,Cloud Migration
3398,979,2,20230728,20231013,Negotiation,4,Won,0.75,3119,Analytics & BI
3399,84,27,20230625,20240714,Qualified,2,Won,0.25,62122,Security
3400,210,50,20221109,20230102,Closing,5,Open,0.9,120973,Integration Services
3401,205,31,20230922,20231126,Proposal,3,Open,0.5,62167,Security
3402,967,52,20221026,20221130,Proposal,3,Open,0.5,62953,Cloud Migration
3403,430,27,20230423,20230623,Proposal,3,Won,0.5,80737,Professional Services
3404,548,30,20230322,20240413,Qualified,2,Lost,0.25,39445,Integration Services
3405,243,19,20220918,20230226,Closing,5,Open,0.9,6739,Analytics & BI
3406,123,17,20230111,20230131,Closing,5,Won,0.9,59934,Professional Services
3407,354,18,20220825,20221219,Closing,5,Open,0.9,110843,Cloud Migration
3408,615,17,20221221,20230106,Negotiation,4,Won,0.75,71581,Integration Services
3409,328,21,20231028,20231228,Proposal,3,Won,0.5,65493,Cloud Migration
3410,840,21,20230215,20240222,Closing,5,Open,0.9,9990,Professional Services
3411,119,38,20220910,20230202,Closing,5,Open,0.9,20342,Cloud Migration
3412,525,38,20221102,20230312,Lead In,1,Lost,0.1,4702,Integration Services
3413,94,31,20220726,20220926,Closing,5,Won,0.9,63766,Professional Services
3414,28,2,20230730,20240804,Closing,5,Open,0.9,5900,Data Platform
3415,129,52,20231105,20231107,Lead In,1,Won,0.1,14428,Data Platform
3416,847,7,20231229,20240109,Lead In,1,Lost,0.1,42238,Professional Services
3417,667,21,20230718,20230725,Qualified,2,Open,0.25,12481,Cloud Migration
3418,77,28,20230718,20230829,Negotiation,4,Open,0.75,10112,Cloud Migration
3419,657,18,20230725,20230805,Qualified,2,Open,0.25,8366,Professional Services
3420,792,4,20220701,20220728,Lead In,1,Open,0.1,94094,Analytics & BI
3421,232,10,20230525,20230611,Qualified,2,Open,0.25,25195,Integration Services
3422,727,38,20220918,20230302,Closing,5,Open,0.9,62407,Professional Services
3423,895,2,20230717,20230830,Proposal,3,Won,0.5,5746,Integration Services
3424,99,35,20230909,20230924,Qualified,2,Lost,0.25,67113,Analytics & BI
3425,245,49,20230922,20250128,Negotiation,4,Won,0.75,31970,Analytics & BI
3426,971,31,20230520,20240525,Lead In,1,Open,0.1,19346,Cloud Migration
3427,900,35,20230426,20230726,Negotiation,4,Open,0.75,64646,Professional Services
3428,407,30,20231215,20231217,Lead In,1,Won,0.1,31557,Analytics & BI
3429,109,34,20230715,20230722,Qualified,2,Open,0.25,3952,Integration Services
3430,804,4,20230704,20240720,Closing,5,Open,0.9,11064,Security
3431,360,23,20230803,20231206,Negotiation,4,Open,0.75,73514,Cloud Migration
3432,423,38,20220907,20230117,Negotiation,4,Open,0.75,41736,Data Platform
3433,256,34,20230706,20230723,Closing,5,Won,0.9,34680,Professional Services
3434,219,34,20230928,20241109,Proposal,3,Lost,0.5,32573,Analytics & BI
3435,862,30,20230721,20230902,Proposal,3,Won,0.5,10064,Data Platform
3436,49,45,20230714,20230811,Closing,5,Won,0.9,39021,Integration Services
3437,796,4,20230531,20230613,Qualified,2,Won,0.25,6834,Cloud Migration
3438,158,1,20231117,20240225,Negotiation,4,Won,0.75,90768,Cloud Migration
3439,989,34,20230725,20241121,Negotiation,4,Won,0.75,21587,Cloud Migration
3440,463,38,20230605,20240906,Negotiation,4,Open,0.75,64378,Data Platform
3441,354,29,20230403,20230520,Proposal,3,Open,0.5,48841,Cloud Migration
3442,894,2,20230905,20230906,Lead In,1,Open,0.1,3646,Analytics & BI
3443,51,50,20230924,20231013,Qualified,2,Open,0.25,21655,Security
3444,851,18,20230717,20240722,Lead In,1,Open,0.1,5242,Integration Services
3445,584,38,20230713,20240820,Proposal,3,Won,0.5,50300,Data Platform
3446,742,3,20231020,20240316,Negotiation,4,Won,0.75,198563,Data Platform
3447,668,3,20230316,20230624,Negotiation,4,Won,0.75,20400,Security
3448,256,47,20230803,20230820,Closing,5,Open,0.9,51516,Analytics & BI
3449,313,3,20230526,20230627,Proposal,3,Lost,0.5,76877,Integration Services
3450,729,51,20230530,20240618,Qualified,2,Open,0.25,21424,Cloud Migration
3451,981,19,20221215,20230603,Negotiation,4,Won,0.75,90435,Integration Services
3452,655,17,20231110,20240110,Proposal,3,Won,0.5,99021,Integration Services
3453,981,49,20231022,20240119,Negotiation,4,Open,0.75,44339,Security
3454,967,31,20230609,20230617,Lead In,1,Lost,0.1,78974,Cloud Migration
3455,7,4,20220809,20221117,Qualified,2,Open,0.25,31050,Data Platform
3456,861,3,20230507,20240820,Negotiation,4,Open,0.75,25246,Cloud Migration
3457,713,16,20230213,20230304,Proposal,3,Open,0.5,5964,Analytics & BI
3458,987,4,20230924,20241007,Lead In,1,Open,0.1,84774,Data Platform
3459,949,30,20230418,20230424,Lead In,1,Open,0.1,6524,Integration Services
3460,751,19,20221226,20230404,Negotiation,4,Won,0.75,52627,Integration Services
3461,162,46,20220924,20221105,Proposal,3,Lost,0.5,42278,Integration Services
3462,76,4,20221015,20230217,Lead In,1,Lost,0.1,72223,Analytics & BI
3463,892,38,20230807,20230820,Closing,5,Won,0.9,26756,Professional Services
3464,909,31,20221125,20230223,Qualified,2,Won,0.25,15919,Integration Services
3465,362,4,20220917,20230125,Closing,5,Open,0.9,44308,Cloud Migration
3466,461,5,20230813,20230817,Lead In,1,Won,0.1,10306,Integration Services
3467,566,7,20230628,20240710,Lead In,1,Open,0.1,102330,Security
3468,735,50,20230626,20230911,Negotiation,4,Open,0.75,31433,Analytics & BI
3469,889,23,20231017,20231213,Proposal,3,Open,0.5,41598,Cloud Migration
3470,79,49,20230607,20230609,Lead In,1,Won,0.1,14078,Cloud Migration
3471,687,27,20230801,20240805,Lead In,1,Won,0.1,107373,Professional Services
3472,663,16,20230815,20240926,Proposal,3,Open,0.5,54311,Cloud Migration
3473,642,2,20231006,20231028,Proposal,3,Open,0.5,19392,Analytics & BI
3474,324,3,20230829,20231023,Proposal,3,Won,0.5,31228,Cloud Migration
3475,822,22,20230904,20231106,Proposal,3,Won,0.5,37967,Analytics & BI
3476,818,14,20230504,20230528,Qualified,2,Open,0.25,17542,Professional Services
3477,903,50,20231023,20231209,Proposal,3,Lost,0.5,8391,Integration Services
3478,391,50,20231022,20231106,Closing,5,Open,0.9,73763,Security
3479,629,2,20230424,20230618,Qualified,2,Open,0.25,133139,Analytics & BI
3480,651,34,20230925,20231220,Negotiation,4,Won,0.75,10734,Professional Services
3481,884,31,20220901,20221028,Lead In,1,Lost,0.1,51051,Data Platform
3482,174,1,20230825,20230827,Lead In,1,Open,0.1,5779,Security
3483,100,49,20230609,20230623,Closing,5,Open,0.9,12619,Analytics & BI
3484,789,3,20230519,20240603,Closing,5,Open,0.9,7889,Cloud Migration
3485,314,21,20231001,20231021,Qualified,2,Open,0.25,15222,Security
3486,582,27,20230918,20240928,Closing,5,Won,0.9,9416,Data Platform
3487,909,50,20231022,20231029,Lead In,1,Lost,0.1,9767,Integration Services
3488,842,23,20230504,20240520,Qualified,2,Open,0.25,94476,Security
3489,259,17,20230624,20230627,Lead In,1,Won,0.1,6691,Data Platform
3490,818,7,20231007,20240217,Negotiation,4,Won,0.75,72421,Integration Services
3491,669,22,20230617,20240916,Negotiation,4,Won,0.75,31463,Security
3492,606,52,20230817,20230820,Closing,5,Won,0.9,10530,Analytics & BI
3493,450,2,20230630,20240807,Qualified,2,Open,0.25,81150,Cloud Migration
3494,587,29,20230618,20240622,Lead In,1,Open,0.1,67322,Security
3495,749,23,20230426,20240807,Proposal,3,Open,0.5,84162,Security
3496,879,7,20230424,20230511,Qualified,2,Open,0.25,28909,Security
3497,414,28,20230427,20240510,Closing,5,Open,0.9,15820,Cloud Migration
3498,833,31,20230727,20230810,Closing,5,Won,0.9,3611,Integration Services
3499,150,50,20231231,20240120,Closing,5,Won,0.9,45464,Analytics & BI
3500,641,30,20230901,20230914,Lead In,1,Won,0.1,95030,Data Platform
3501,294,28,20230709,20240714,Lead In,1,Won,0.1,5867,Security
3502,630,22,20230419,20240622,Proposal,3,Won,0.5,62943,Data Platform
3503,162,16,20231003,20231025,Qualified,2,Won,0.25,35084,Professional Services
3504,72,50,20230216,20230225,Closing,5,Open,0.9,161690,Analytics & BI
3505,607,30,20230521,20240523,Lead In,1,Open,0.1,10710,Data Platform
3506,44,36,20230416,20240504,Qualified,2,Won,0.25,15709,Analytics & BI
3507,949,5,20230531,20240612,Closing,5,Open,0.9,14184,Security
3508,43,47,20230915,20241010,Proposal,3,Open,0.5,71720,Security
3509,953,5,20231117,20231125,Lead In,1,Open,0.1,58165,Analytics & BI
3510,213,46,20230708,20240922,Negotiation,4,Won,0.75,18825,Professional Services
3511,296,16,20230504,20240511,Closing,5,Won,0.9,11202,Analytics & BI
3512,709,51,20230904,20240906,Lead In,1,Open,0.1,76669,Integration Services
3513,395,12,20230627,20240804,Proposal,3,Lost,0.5,12042,Data Platform
3514,417,21,20230702,20231215,Negotiation,4,Lost,0.75,46363,Security
3515,83,34,20230219,20240227,Lead In,1,Won,0.1,52978,Security
3516,937,21,20230806,20240814,Closing,5,Won,0.9,4752,Professional Services
3517,185,21,20230528,20240529,Lead In,1,Open,0.1,8186,Analytics & BI
3518,679,30,20230430,20240507,Closing,5,Lost,0.9,8158,Analytics & BI
3519,499,5,20230720,20230828,Proposal,3,Won,0.5,9873,Professional Services
3520,914,2,20230421,20240425,Lead In,1,Open,0.1,68850,Integration Services
3521,557,45,20230829,20241004,Proposal,3,Open,0.5,48844,Security
3522,298,23,20231124,20231128,Closing,5,Won,0.9,9774,Integration Services
3523,416,50,20230824,20231016,Proposal,3,Open,0.5,38663,Data Platform
3524,134,4,20221026,20230102,Lead In,1,Won,0.1,16116,Professional Services
3525,550,10,20230508,20230913,Negotiation,4,Open,0.75,294417,Cloud Migration
3526,324,19,20221206,20230303,Negotiation,4,Won,0.75,42065,Integration Services
3527,211,45,20230603,20240821,Negotiation,4,Open,0.75,40097,Integration Services
3528,774,37,20231022,20231114,Qualified,2,Won,0.25,66502,Data Platform
3529,360,38,20230721,20230727,Lead In,1,Open,0.1,31279,Data Platform
3530,329,37,20230930,20241010,Qualified,2,Won,0.25,101800,Cloud Migration
3531,242,35,20231026,20231030,Lead In,1,Won,0.1,22918,Analytics & BI
3532,673,30,20230304,20230421,Negotiation,4,Open,0.75,15439,Professional Services
3533,925,21,20230728,20230825,Proposal,3,Open,0.5,29203,Data Platform
3534,984,50,20220816,20220927,Proposal,3,Open,0.5,78212,Analytics & BI
3535,373,21,20230820,20230825,Lead In,1,Open,0.1,8546,Data Platform
3536,813,38,20220719,20220801,Negotiation,4,Open,0.75,48173,Integration Services
3537,981,2,20230621,20230723,Proposal,3,Open,0.5,28029,Data Platform
3538,809,45,20231124,20231210,Qualified,2,Won,0.25,52188,Integration Services
3539,799,2,20230427,20230519,Qualified,2,Open,0.25,17761,Security
3540,56,5,20231110,20231217,Qualified,2,Open,0.25,42067,Analytics & BI
3541,950,7,20230517,20230613,Proposal,3,Lost,0.5,19295,Analytics & BI
3542,16,38,20220921,20221016,Qualified,2,Lost,0.25,156727,Cloud Migration
3543,742,30,20230330,20230407,Lead In,1,Won,0.1,164384,Security
3544,788,10,20231031,20231103,Lead In,1,Lost,0.1,5832,Integration Services
3545,293,23,20230323,20240501,Proposal,3,Won,0.5,60973,Analytics & BI
3546,798,19,20221003,20230302,Proposal,3,Won,0.5,6514,Security
3547,863,17,20220707,20220911,Qualified,2,Won,0.25,7149,Cloud Migration
3548,527,2,20231007,20231010,Lead In,1,Lost,0.1,10569,Analytics & BI
3549,99,31,20230421,20240503,Closing,5,Won,0.9,20463,Security
3550,657,12,20231221,20231226,Lead In,1,Open,0.1,9303,Analytics & BI
3551,753,1,20230815,20240816,Lead In,1,Open,0.1,9253,Data Platform
3552,929,32,20230726,20230730,Lead In,1,Open,0.1,11634,Cloud Migration
3553,328,5,20231022,20240512,Negotiation,4,Open,0.75,64934,Security
3554,128,49,20230530,20230607,Closing,5,Open,0.9,7149,Security
3555,939,19,20220821,20221231,Closing,5,Won,0.9,84560,Data Platform
3556,763,38,20230211,20240220,Qualified,2,Won,0.25,18626,Security
3557,685,22,20230522,20240527,Lead In,1,Lost,0.1,11822,Integration Services
3558,929,50,20221015,20221201,Qualified,2,Open,0.25,21855,Cloud Migration
3559,918,51,20230409,20240421,Closing,5,Won,0.9,14245,Professional Services
3560,528,47,20230116,20240127,Closing,5,Won,0.9,12436,Cloud Migration
3561,451,1,20231018,20231022,Lead In,1,Won,0.1,28862,Data Platform
3562,750,36,20220704,20221107,Closing,5,Won,0.9,42040,Cloud Migration
3563,9,21,20230522,20230717,Proposal,3,Lost,0.5,90048,Data Platform
3564,88,29,20221208,20230128,Closing,5,Won,0.9,5747,Integration Services
3565,566,12,20230719,20241018,Proposal,3,Open,0.5,84087,Data Platform
3566,660,4,20231003,20241008,Lead In,1,Won,0.1,6110,Professional Services
3567,846,18,20230426,20240629,Negotiation,4,Open,0.75,43578,Integration Services
3568,686,23,20230511,20240629,Proposal,3,Lost,0.5,24406,Security
3569,54,5,20230813,20241103,Negotiation,4,Lost,0.75,5576,Security
3570,158,38,20220718,20230111,Closing,5,Won,0.9,30738,Cloud Migration
3571,938,19,20220707,20221130,Closing,5,Lost,0.9,7470,Cloud Migration
3572,527,50,20230401,20240426,Proposal,3,Lost,0.5,8614,Data Platform
3573,214,38,20230617,20240802,Closing,5,Lost,0.9,44593,Analytics & BI
3574,911,35,20230424,20230627,Negotiation,4,Open,0.75,8111,Security
3575,495,49,20231020,20231205,Proposal,3,Open,0.5,15218,Security
3576,608,21,20230908,20240928,Qualified,2,Won,0.25,44933,Cloud Migration
3577,880,45,20230424,20230502,Closing,5,Open,0.9,13410,Analytics & BI
3578,179,36,20220915,20221124,Closing,5,Won,0.9,10032,Integration Services
3579,303,28,20230112,20240116,Closing,5,Won,0.9,12100,Integration Services
3580,984,29,20230519,20230531,Qualified,2,Lost,0.25,31093,Professional Services
3581,326,45,20230729,20230811,Closing,5,Lost,0.9,24721,Analytics & BI
3582,296,30,20230513,20230522,Qualified,2,Lost,0.25,14735,Cloud Migration
3583,944,1,20230928,20231002,Lead In,1,Lost,0.1,23239,Professional Services
3584,293,27,20230312,20240326,Qualified,2,Lost,0.25,112353,Cloud Migration
3585,8,17,20230501,20240511,Qualified,2,Won,0.25,59511,Data Platform
3586,336,45,20230806,20240817,Closing,5,Open,0.9,51926,Data Platform
3587,67,1,20231006,20231110,Proposal,3,Open,0.5,8061,Security
3588,381,30,20230705,20240724,Lead In,1,Won,0.1,106276,Integration Services
3589,325,29,20220722,20221020,Qualified,2,Lost,0.25,12941,Professional Services
3590,763,38,20230914,20241030,Proposal,3,Open,0.5,63569,Analytics & BI
3591,762,1,20230701,20240719,Qualified,2,Won,0.25,10639,Professional Services
3592,92,7,20230103,20240416,Negotiation,4,Open,0.75,20758,Security
3593,924,27,20230710,20240820,Proposal,3,Won,0.5,2795,Integration Services
3594,428,28,20231015,20240301,Negotiation,4,Open,0.75,53405,Security
3595,455,22,20230923,20231022,Proposal,3,Won,0.5,12447,Data Platform
3596,499,30,20230712,20231007,Negotiation,4,Lost,0.75,6558,Integration Services
3597,506,30,20231010,20240222,Proposal,3,Open,0.5,341267,Cloud Migration
3598,963,17,20221013,20221201,Negotiation,4,Won,0.75,153207,Integration Services
3599,747,30,20231027,20231108,Qualified,2,Open,0.25,71528,Cloud Migration
3600,450,38,20230718,20230930,Proposal,3,Open,0.5,11560,Integration Services
3601,343,21,20231016,20240105,Negotiation,4,Open,0.75,56401,Integration Services
3602,984,17,20230704,20230707,Lead In,1,Won,0.1,38733,Professional Services
3603,861,28,20230109,20240301,Proposal,3,Open,0.5,39972,Integration Services
3604,879,17,20230724,20230804,Qualified,2,Open,0.25,39923,Professional Services
3605,57,14,20230817,20241221,Negotiation,4,Won,0.75,29130,Cloud Migration
3606,251,2,20230727,20240807,Lead In,1,Won,0.1,122270,Professional Services
3607,576,16,20230502,20230719,Proposal,3,Open,0.5,17092,Analytics & BI
3608,350,49,20231003,20231115,Qualified,2,Open,0.25,291044,Cloud Migration
3609,292,16,20230527,20230605,Lead In,1,Open,0.1,214328,Cloud Migration
3610,868,45,20231012,20231119,Closing,5,Won,0.9,229628,Professional Services
3611,590,2,20230721,20240724,Lead In,1,Lost,0.1,40745,Security
3612,751,28,20230206,20230220,Qualified,2,Open,0.25,68332,Professional Services
3613,163,37,20231202,20231207,Qualified,2,Lost,0.25,5648,Professional Services
3614,281,23,20230701,20240915,Proposal,3,Open,0.5,33725,Cloud Migration
3615,173,27,20230925,20241008,Closing,5,Lost,0.9,5710,Security
3616,142,18,20221122,20230515,Closing,5,Open,0.9,44325,Integration Services
3617,739,23,20230212,20230317,Qualified,2,Won,0.25,160617,Cloud Migration
3618,893,3,20231008,20241024,Closing,5,Won,0.9,34493,Analytics & BI
3619,259,4,20221020,20230315,Proposal,3,Open,0.5,8170,Security
3620,12,30,20230928,20241028,Proposal,3,Open,0.5,4549,Analytics & BI
3621,99,7,20231108,20240111,Proposal,3,Won,0.5,58216,Cloud Migration
3622,672,37,20230723,20230731,Closing,5,Lost,0.9,31858,Cloud Migration
3623,652,50,20230612,20231227,Negotiation,4,Open,0.75,55756,Analytics & BI
3624,503,21,20231102,20231206,Proposal,3,Won,0.5,83785,Professional Services
3625,813,30,20231020,20231104,Closing,5,Open,0.9,75056,Professional Services
3626,183,2,20230618,20230624,Qualified,2,Open,0.25,12615,Professional Services
3627,272,19,20220720,20221204,Closing,5,Open,0.9,47536,Data Platform
3628,564,2,20231014,20231128,Proposal,3,Won,0.5,13559,Professional Services
3629,66,36,20221217,20230306,Closing,5,Open,0.9,47625,Cloud Migration
3630,64,4,20220825,20221005,Lead In,1,Lost,0.1,52224,Data Platform
3631,704,38,20230629,20240702,Lead In,1,Lost,0.1,10180,Security
3632,882,28,20231009,20241015,Closing,5,Lost,0.9,127430,Cloud Migration
3633,974,52,20230605,20230610,Lead In,1,Won,0.1,9031,Cloud Migration
3634,285,4,20230919,20240922,Lead In,1,Lost,0.1,13324,Professional Services
3635,172,30,20231223,20240511,Negotiation,4,Lost,0.75,12908,Integration Services
3636,685,37,20230402,20240416,Qualified,2,Lost,0.25,11142,Data Platform
3637,845,38,20221121,20230411,Lead In,1,Open,0.1,18268,Analytics & BI
3638,516,27,20230723,20230801,Qualified,2,Lost,0.25,58440,Cloud Migration
3639,837,19,20230707,20240824,Proposal,3,Won,0.5,23045,Integration Services
3640,540,28,20230618,20230806,Negotiation,4,Won,0.75,10715,Security
3641,220,2,20230908,20230914,Lead In,1,Lost,0.1,55593,Security
3642,133,5,20230731,20241212,Negotiation,4,Open,0.75,37770,Data Platform
3643,889,35,20231126,20231130,Lead In,1,Open,0.1,50820,Analytics & BI
3644,513,7,20230817,20231209,Negotiation,4,Won,0.75,45923,Integration Services
3645,31,2,20230906,20240908,Lead In,1,Open,0.1,56624,Security
3646,722,30,20230210,20240414,Negotiation,4,Open,0.75,17196,Analytics & BI
3647,787,1,20230925,20241005,Qualified,2,Won,0.25,26759,Data Platform
3648,924,2,20230211,20240215,Lead In,1,Won,0.1,14045,Data Platform
3649,137,4,20220703,20221026,Qualified,2,Won,0.25,62709,Cloud Migration
3650,403,34,20230916,20241113,Negotiation,4,Lost,0.75,10434,Professional Services
3651,97,21,20230613,20230624,Closing,5,Open,0.9,149485,Data Platform
3652,426,45,20230112,20230128,Closing,5,Won,0.9,4497,Data Platform
3653,195,17,20230824,20241216,Negotiation,4,Open,0.75,20554,Cloud Migration
3654,8,37,20230614,20240703,Closing,5,Open,0.9,30371,Analytics & BI
3655,217,2,20230318,20230403,Closing,5,Won,0.9,70167,Analytics & BI
3656,817,52,20230831,20231110,Negotiation,4,Open,0.75,44726,Security
3657,650,12,20230924,20231010,Qualified,2,Open,0.25,60141,Data Platform
3658,326,46,20231011,20231029,Qualified,2,Open,0.25,39848,Professional Services
3659,150,38,20221118,20230112,Closing,5,Open,0.9,68032,Professional Services
3660,913,28,20230530,20230621,Proposal,3,Won,0.5,13925,Cloud Migration
3661,204,27,20230916,20240928,Qualified,2,Open,0.25,86151,Data Platform
3662,361,36,20220802,20221213,Proposal,3,Open,0.5,15104,Integration Services
3663,387,19,20220705,20220822,Proposal,3,Open,0.5,113925,Professional Services
3664,776,30,20230715,20240723,Lead In,1,Open,0.1,21928,Data Platform
3665,66,12,20220906,20221026,Lead In,1,Open,0.1,71040,Analytics & BI
3666,346,12,20230820,20230822,Lead In,1,Won,0.1,11247,Analytics & BI
3667,50,23,20231207,20231223,Closing,5,Open,0.9,23240,Data Platform
3668,251,28,20230905,20241218,Proposal,3,Open,0.5,123168,Integration Services
3669,406,38,20230827,20231223,Negotiation,4,Open,0.75,45288,Cloud Migration
3670,651,28,20230519,20230908,Negotiation,4,Open,0.75,10432,Cloud Migration
3671,20,30,20230720,20231215,Negotiation,4,Won,0.75,25479,Security
3672,902,19,20230423,20230509,Qualified,2,Open,0.25,67160,Integration Services
3673,709,16,20230806,20240831,Qualified,2,Open,0.25,25305,Integration Services
3674,21,36,20230522,20230528,Lead In,1,Open,0.1,8963,Analytics & BI
3675,299,3,20230515,20240826,Negotiation,4,Open,0.75,68498,Integration Services
3676,902,12,20220826,20230220,Negotiation,4,Lost,0.75,27754,Integration Services
3677,498,3,20230626,20241003,Negotiation,4,Open,0.75,14898,Professional Services
3678,638,14,20230609,20240617,Lead In,1,Won,0.1,54460,Cloud Migration
3679,843,7,20230928,20231221,Proposal,3,Open,0.5,112857,Data Platform
3680,354,2,20230511,20230518,Closing,5,Lost,0.9,42514,Data Platform
3681,547,12,20220814,20221212,Qualified,2,Open,0.25,62155,Cloud Migration
3682,413,22,20231220,20231224,Lead In,1,Open,0.1,4879,Professional Services
3683,183,31,20230609,20240903,Negotiation,4,Open,0.75,4180,Security
3684,472,17,20221008,20230314,Lead In,1,Open,0.1,74026,Security
3685,468,2,20230611,20230703,Closing,5,Won,0.9,49809,Security
3686,541,5,20230525,20240929,Negotiation,4,Won,0.75,56524,Integration Services
3687,345,17,20220919,20220925,Proposal,3,Lost,0.5,4805,Professional Services
3688,92,31,20231215,20231228,Qualified,2,Lost,0.25,46530,Integration Services
3689,473,51,20230628,20230805,Proposal,3,Won,0.5,5955,Data Platform
3690,35,38,20231111,20240112,Proposal,3,Lost,0.5,36321,Data Platform
3691,692,50,20230821,20230827,Closing,5,Open,0.9,14182,Cloud Migration
3692,932,46,20230507,20230525,Qualified,2,Open,0.25,193684,Data Platform
3693,864,29,20220906,20221229,Negotiation,4,Won,0.75,19815,Professional Services
3694,227,22,20230610,20240703,Proposal,3,Won,0.5,9153,Security
3695,765,46,20230725,20230822,Proposal,3,Open,0.5,30749,Analytics & BI
3696,589,37,20230410,20230419,Closing,5,Won,0.9,53182,Data Platform
3697,606,17,20221218,20230606,Closing,5,Won,0.9,11217,Cloud Migration
3698,673,29,20220810,20221231,Negotiation,4,Won,0.75,5187,Integration Services
3699,330,10,20220804,20221223,Proposal,3,Open,0.5,108710,Integration Services
3700,67,14,20230503,20240506,Lead In,1,Open,0.1,6168,Integration Services
3701,29,38,20230515,20240929,Negotiation,4,Won,0.75,41948,Data Platform
3702,666,17,20230426,20230427,Lead In,1,Open,0.1,10843,Analytics & BI
3703,329,19,20230425,20230826,Negotiation,4,Open,0.75,18349,Professional Services
3704,174,12,20220914,20221128,Lead In,1,Open,0.1,8651,Cloud Migration
3705,937,21,20230912,20240927,Qualified,2,Open,0.25,6888,Integration Services
3706,111,47,20231011,20241111,Proposal,3,Won,0.5,18633,Integration Services
3707,277,38,20230709,20240722,Closing,5,Open,0.9,29948,Analytics & BI
3708,223,14,20230720,20240725,Lead In,1,Open,0.1,31124,Professional Services
3709,168,2,20231005,20241019,Closing,5,Open,0.9,10346,Analytics & BI
3710,119,4,20220720,20230113,Closing,5,Open,0.9,16631,Data Platform
3711,689,14,20230706,20240803,Proposal,3,Open,0.5,32470,Integration Services
3712,197,4,20230412,20240606,Proposal,3,Open,0.5,88813,Integration Services
3713,509,34,20231020,20231228,Proposal,3,Won,0.5,99907,Data Platform
3714,256,35,20230620,20230624,Lead In,1,Lost,0.1,35637,Integration Services
3715,332,23,20230615,20230702,Closing,5,Won,0.9,68405,Professional Services
3716,862,30,20230517,20230722,Proposal,3,Won,0.5,30840,Analytics & BI
3717,556,38,20230818,20230824,Closing,5,Lost,0.9,17083,Integration Services
3718,148,7,20230828,20240925,Qualified,2,Won,0.25,119666,Data Platform
3719,507,7,20230414,20240503,Qualified,2,Open,0.25,100347,Cloud Migration
3720,215,21,20231004,20231010,Lead In,1,Open,0.1,49615,Security
3721,521,5,20231025,20231211,Proposal,3,Won,0.5,54078,Security
